Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
2.00,Innova,-13.37,4.17,10.71,310535,15723933,1467880,INN
-4.44,Aventus,-23.24,-51.27,2.62,2205310,15705300,6000000,AVT
-7.48,Stealthcoin,-30.34,-51.71,0.563366,109354,15704473,27876146,XST
-2.44,Ecobit,-8.22,-74.92,0.035243,14687,15663778,,ECOB
3.40,EarthCoin,-3.53,-58.21,0.001317,150272,15373618,11672855567,EAC
-3.47,PinkCoin,-15.92,-53.90,0.040445,383499,15357342,379708349,PINK
-2.38,DAO.Casino,-11.90,-49.82,0.090012,60662,15056331,167270821,BET
-0.83,Exchange Union,-6.29,-23.70,7.47,921032,14937660,2000000,XUC
-2.36,OBITS,-11.60,-39.13,0.945428,76321,14819206,15674600,OBITS
-3.93,Vcash,-21.64,-42.36,0.962742,219958,14807105,15380138,XVC
-7.03,Regalcoin,-41.31,-42.90,1.16,219779,14806150,12799009,REC
-2.28,Mysterium,-26.44,-76.54,0.756100,1362880,14690285,19429024,MYST
-2.90,Bitdeal,-20.47,-12.93,0.082800,319734,14538303,175583793,BDL
0.68,FlypMe,-24.47,-54.88,0.814291,88068,14363019,17638681,FYP
-3.11,Magnet,-20.49,-1.71,1.35,266279,14344990,10590225,MAG
-4.95,Sumokoin,-27.23,-18.43,5.07,213123,14328452,2827061,SUMO
-5.65,ATLANT,-36.63,-15.16,1.08,388952,14290434,13225026,ATL
-2.63,Vsync,-15.09,-64.33,0.088292,78032,14272300,161647933,VSX
2.76,Pluton,-8.97,-34.32,16.61,29302,14117387,850000,PLU
-11.57,Social Send,-33.19,-11.21,0.444615,218576,14061442,31626108,SEND
1.68,Universal Cur...,-4.94,-16.69,1.10,160340,13911955,12692115,UNIT
-3.98,CVCoin,-13.22,-40.95,1.41,27672,13881332,9837033,CVCOIN
-4.50,Upfiring,-22.86,-63.18,0.794302,247152,13820855,17400000,UFR
-4.51,Primecoin,-25.65,-38.20,0.613557,265853,13579864,22133012,XPM
-2.42,Sphere,-22.76,-34.68,4.36,843165,13431939,3082940,SPHR
-7.71,UFO Coin,-9.77,-19.24,0.003740,100904,13253910,3543655637,UFO
0.10,NuBits,-0.37,-1.70,1.00,15420500,13188986,13169758,USNBT
-2.35,Curecoin,-20.59,-46.52,0.546249,100853,13020322,23835874,CURE
-3.38,Etheroll,-23.84,-39.29,1.86,42520,13014196,7001623,DICE
-4.36,TrezarCoin,-8.46,-21.46,0.147554,76976,12876683,87267600,TZC
-4.21,HelloGold,-15.78,-13.22,0.048417,41477,12735428,263034654,HGT
-5.43,TIES Network,-37.89,-28.49,0.319138,86354,12625682,39561827,TIE
1.39,AudioCoin,-36.93,-46.51,0.014884,102597,12591581,845958241,ADC
-3.38,MyWish,-23.15,-68.27,0.704143,184944,12586035,17874260,WISH
-1.59,Bonpay,-17.86,-6.32,1.11,39831,12528283,11290301,BON
-2.40,Pure,28.78,-9.49,4.04,600500,12491031,3089981,PURE
-2.29,SpreadCoin,-17.68,-55.34,1.31,553158,12390532,9432571,SPR
-1.32,Masternodecoin,7.49,-6.31,0.262823,41855,12366336,47051955,MTNC
-2.89,CrowdCoin,-15.01,-45.47,16.96,269693,12286097,724540,CRC
-6.98,Bitmark,-27.69,-52.96,1.55,33256,12169585,7861540,BTM
-2.79,Lampix,-19.94,-52.70,0.089825,88901,12155354,135322017,PIX
-16.12,Hacken,-31.80,,3.45,58435,12113930,3516268,HKN
-2.87,Tao,-15.43,-27.57,0.369570,4252,12095353,32728180,XTO
-3.42,Creditbit,-19.74,-29.69,0.717523,321698,11871558,16545196,CRB
-5.09,DopeCoin,-16.16,-42.74,0.098785,214225,11542509,116845228,DOPE
-0.54,TrueFlip,11.04,-58.88,1.84,126782,11486288,6247267,TFL
-7.20,TransferCoin,-20.29,-47.62,1.81,4819880,11362111,6291870,TX
-2.41,Opus,-16.79,-57.40,0.080995,44245,11345782,140080549,OPT
-2.79,ProChain,-23.44,-57.13,0.259846,1350550,11287803,43440359,PRO
-2.75,The ChampCoin,-15.50,-29.26,0.068435,29325,11286725,164925727,TCC
-2.72,B2B,-20.51,-44.13,0.681677,65405,11247626,16499935,B2B
2.89,VIVO,-2.68,15.01,10.29,184499,11087859,1077150,VIVO
-0.03,Bitcloud,-10.48,-21.31,0.628523,15776,11061674,17599474,BTDX
8.55,KiloCoin,-39.32,616.15,0.056109,9725,11014102,196297971,KLC
-6.69,Sprouts,-31.05,-75.61,0.000005,114117,10973410,2057704695919,SPRTS
-3.44,HEROcoin,-25.08,-61.04,0.103275,22951,10927891,105813518,PLAY
-18.34,Altcoin,-0.33,-63.51,87.43,11604,10769140,123175,ALT
-1.07,Memetic / Pep...,-12.08,-50.17,0.562088,1955100,10694074,19025622,MEME
-0.91,Astro,-25.29,-34.34,3.22,34603,10663087,3313833,ASTRO
-17.67,Espers,-36.79,-68.28,0.000505,216022,10598449,20968800320,ESP
-2.89,Blockpool,-8.10,-21.62,0.472209,16403,10527376,22293890,BPL
-3.78,Qwark,-26.75,-51.06,0.228536,197122,10478719,45851502,QWARK
-0.57,PRIZM,-5.01,-3.89,0.783773,14001,10371964,13233377,PZM
-1.78,HyperStake,-19.71,-40.31,0.009320,32908,10352077,1110745039,HYP
-3.04,Bitzeny,-28.77,-57.18,0.136890,71640,10350869,75614500,ZNY
-9.68,Wild Crypto,-14.43,-57.38,0.424498,30841,10346484,24373456,WILD
-5.47,Blitzcash,-17.10,-32.77,2.49,154550,10245026,4119746,BLITZ
-2.53,Bela,-22.29,-43.50,0.255614,260388,10106690,39538875,BELA
-1.31,Novacoin,-24.11,-33.38,5.12,234475,10026746,1958123,NVC
-2.41,Crave,-23.55,-17.99,6.74,72269,10023048,1487790,CRAVE
-3.29,GoldCoin,-15.02,-40.60,0.245447,92467,10006639,40769040,GLD
0.51,IntenseCoin,-16.03,-62.08,0.029682,32636,9920731,334232789,ITNS
-15.56,EncryptoTel [...,-6.17,-28.16,0.159578,2114,9914771,62131190,ETT
-3.29,Syndicate,-17.00,-37.03,0.567082,573270,9855897,17380020,SYNX
-2.10,E-Dinar Coin,-12.44,-22.06,0.011116,187743,9850867,886211988,EDR
-0.62,Auroracoin,-21.68,-39.89,1.12,220994,9708025,8658139,AUR
-2.04,VeriumReserve,-20.69,-49.88,6.65,232935,9694830,1457711,VRM
-3.01,Bitcoin Plus,-17.82,-40.64,91.72,151329,9636656,105067,XBC
-2.75,Dotcoin,-10.17,-52.94,0.034676,304180,9618259,277377500,DOT
-3.00,DCORP,-11.37,-56.56,1.19,42489,9604829,8094002,DRP
-3.60,Breakout,-24.72,-51.56,0.520793,153215,9448270,18142083,BRK
-5.34,Pesetacoin,-30.92,-50.37,0.070603,270358,9343434,132337254,PTC
-2.78,AdShares,-44.25,-48.78,0.475882,172773,9222166,19379103,ADST
-4.34,Riecoin,-32.35,-42.72,0.224949,244200,9166340,40748525,RIC
3.04,Dai,2.60,2.61,1.01,716956,9122524,9012393,DAI
-2.79,Kore,-24.36,-46.99,4.42,303037,8948052,2022465,KORE
-3.13,Synergy,-23.79,-48.49,2.67,76478,8936414,3349933,SNRG
-5.71,Project Decorum,-7.47,-17.66,0.177810,163806,8890500,50000000,PDC
-3.45,HollyWoodCoin,-2.84,-28.81,9.30,362542,8845186,951605,HWC
-5.94,CannabisCoin,-32.78,-56.07,0.113996,394158,8804045,77231176,CANN
-2.91,Indorse Token,-20.12,-43.11,0.186223,373857,8660895,46508192,IND
-5.50,Adelphoi,27.98,59.24,0.366807,5399,8609776,23472224,ADL
-3.56,REX,-50.13,-40.99,0.986840,1602,8546780,8660756,REX
-4.21,Breakout Stake,-18.90,-39.22,1.36,34252,8530422,6268082,BRX
-8.93,Zero,-31.48,-66.20,3.55,251365,8479049,2389730,ZER
-10.06,Starta,54.15,56.02,1.63,62778,8457100,,STA
-2.97,BitcoinZ,-21.19,-55.64,0.008967,92655,8328972,928862615,BTCZ
6.53,Creativecoin,-23.95,-28.78,0.628247,49778,8270139,13163834,CREA
-6.39,1337,-10.25,-67.95,0.000335,53775,8261935,24694704802,1337
-1.85,vTorrent,-18.02,-26.00,0.757841,113571,8196782,10815966,VTR
12.01,vSlice,-17.90,-37.92,0.243789,33882,8140236,33390496,VSL
-6.65,2GIVE,-22.12,-47.60,0.015398,152562,7997348,519365621,2GIVE
-0.50,ChainCoin,-26.17,-51.71,0.548492,98727,7948473,14491503,CHC
-5.63,Social,-20.68,-47.21,0.475011,22331,7939343,16714020,SCL
-1.73,Rupee,-20.60,-52.32,0.345271,78811,7912386,22916450,RUP
0.10,DigiPulse,-23.29,-5.57,5.61,34586,7861903,1402641,DGPT
-15.08,Farad,-12.14,-47.58,0.059605,7776,7859732,131864522,FRD
-13.16,BuzzCoin,-19.30,-49.13,0.000708,124150,7811155,11031022268,BUZZ
-3.38,ExclusiveCoin,-20.53,-39.32,1.75,682270,7752086,4419485,EXCL
-10.33,ToaCoin,-20.23,-41.68,0.005676,30915,7555959,1331155614,TOA
-4.62,Sexcoin,-23.47,-51.45,0.059950,36101,7534914,125686007,SXC
2.87,FORCE,27.93,-22.65,0.069581,13467,7511325,107950186,FOR
-6.82,Bowhead,-22.63,-45.22,0.928166,546,7425328,8000000,AHT
-7.92,Hubii Network,-33.99,-54.11,0.566315,15419,7418003,13098723,HBT
-1.65,XGOX,-22.95,-25.06,0.006529,59046,7353534,1126336252,XGOX
-1.59,Pylon Network,-8.05,-25.20,21.47,22805,7305678,340267,PYLNT
-1.80,Royal Kingdom...,-23.58,-60.30,2.71,130212,7304661,2700000,RKC
-2.70,Internxt,-35.80,-54.30,11.56,127889,7280553,629610,INXT
-3.80,Ixcoin,-17.87,-51.51,0.346621,1022,7278725,20999088,IXC
-3.30,TrustPlus,-13.20,-33.83,0.226534,97962,7268705,32086595,TRUST
-15.11,Privatix,-36.53,-60.34,6.07,19559,7183465,1182668,PRIX
-5.12,Sharechain,-25.01,-64.61,0.003848,12735,7096540,1844023561,SSS
-5.44,Tokes,-16.68,-29.08,4.63,142246,7066895,1525553,TKS
-2.75,Eroscoin,-16.09,-34.14,0.061454,262249,7051455,114744000,ERO
-3.07,ELTCOIN,6.14,-61.94,0.076161,29688,6854499,90000000,ELTCOIN
-6.62,EuropeCoin,-17.76,-36.18,0.682128,38479,6807610,9979960,ERC
-9.92,EquiTrader,-21.23,-36.30,0.669772,39617,6735663,10056651,EQT
-3.63,REAL,-29.73,-56.15,0.669291,12053,6730268,10055817,REAL
-8.70,ZrCoin,-10.04,-50.69,1.73,160340,6570182,,ZRC
3.15,LuckChain,18.75,26.19,0.009128,863,6534152,715868299,BASH
-2.59,eBitcoin,-45.71,-16.27,0.345541,278541,6529732,18897126,EBTC
-6.23,ProCurrency,-8.32,-46.57,0.067525,152574,6519701,96551834,PROC
-4.86,Startcoin,-29.45,-62.23,0.143375,663331,6463314,45079785,START
-4.79,Ellaism,-27.83,-59.70,1.61,79560,6368823,,ELLA
-11.79,Carboncoin,-32.56,-61.44,0.000412,11429,6344065,15392014004,CARBON
-3.28,Commodity Ad ...,-19.31,,0.194592,7126,6333970,32550000,CDX
-2.83,WandX,-13.93,-59.24,0.514408,2022,6298481,12244135,WAND
-2.75,Terracoin,-19.75,-25.55,0.283347,35726,6252858,22067845,TRC
-10.99,DNotes,-44.13,-56.91,0.047623,21243,6234923,130923337,NOTE
-2.48,eBoost,-23.86,-78.38,0.515740,2222860,6188880,12000000,EBST
-3.44,Goodomy,10.25,-22.33,0.012938,13081,5917286,457350000,GOOD
-2.17,CryptoPing,-11.55,-21.91,0.590161,115150,5873335,9952089,PING
-2.76,Footy Cash,-19.54,-26.99,1.26,24569,5766486,4570845,XFT
-4.26,PutinCoin,-19.27,-47.58,0.018145,15455,5737293,316191398,PUT
-0.65,APX,-16.90,-56.55,8.10,153069,5693683,,APX
-1.64,Quark,-17.00,-58.04,0.022347,19161,5675194,253960047,QRK
-5.35,Embers,-24.80,-61.89,0.113024,24890,5651200,50000000,MBRS
-1.90,Crypto Bullion,23.98,0.56,5.56,5958,5602353,1007722,CBX
-3.13,BitBoost,-26.91,-51.49,1.15,25247,5595860,4862878,BBT
-9.23,Ergo,-4.45,-17.74,14.02,19485,5568676,397300,EFYT
-3.29,EverGreenCoin,-26.18,-44.00,0.416330,104012,5546057,13321301,EGC
-2.50,Magi,-23.19,-47.59,0.707685,104754,5482618,7747257,XMG
-3.50,SmartBillions,-16.96,-29.16,0.772156,2693,5474020,7089267,SMART
-3.66,Karbo,-18.36,-34.54,1.06,93614,5469014,5158328,KRB
-2.54,Dynamic,-22.71,-49.88,2.89,535924,5457316,1887926,DYN
-11.31,NEVERDIE,0.88,-21.31,0.132142,18317,5418377,41004200,NDC
-2.84,CHIPS,-8.80,-55.02,0.257556,4102,5291407,20544684,CHIPS
-12.53,WorldCoin,-13.59,-39.11,0.044458,47191,5239185,117845199,WDC
3.83,bitJob,-8.35,-44.03,0.108319,26393,5204077,48043991,STU
0.31,MarteXcoin,-22.26,-38.63,1.81,4847,5184992,2858130,MXT
-4.37,Zephyr,-23.65,-43.85,0.040567,49204,5111071,125990535,ZEPH
-2.14,Greencoin,-0.33,-53.32,0.001371,8249,5092528,3714624641,GRE
-2.82,Ethbits,0.55,-29.92,3.65,42011,5082470,1391604,ETBS
2.98,CarTaxi Token,-12.95,-39.25,0.083633,9119,5067708,60594811,CTX
-2.72,Anoncoin,-15.55,-59.30,2.39,1294,5034435,2110317,ANC
-12.40,GCoin,,,0.000033,4819,4966631,150053360000,GCN
-2.78,Monkey Project,-10.38,-19.22,15.66,113175,4964979,317087,MONK
-3.51,Interstellar ...,-17.51,-37.19,0.045792,39426,4817951,105214043,HOLD
-8.20,Condensate,-15.04,-54.90,0.047330,36002,4810189,101629785,RAIN
-9.37,e-Gulden,-19.86,-41.34,0.293777,165613,4793273,16316024,EFL
-3.20,Qvolta,-26.86,-69.08,0.698387,23582,4701212,6731528,QVT
-2.75,TheGCCcoin,-2.57,-21.14,0.009098,20432,4700984,516720589,GCC
-4.77,NobleCoin,-37.28,-75.40,0.002022,42110,4691480,2320538705,NOBL
-6.14,HunterCoin,-28.47,-48.51,0.222692,95574,4665522,20950560,HUC
-0.72,ParkByte,-23.10,-53.67,0.976574,154927,4652424,4764026,PKB
3.07,Ethereum Movi...,89.70,,0.704239,1166,4624502,6566666,EMV
-2.76,Denarius,-22.78,-37.92,2.10,44241,4564290,2170402,DNR
-8.20,BlueCoin,-14.17,-38.42,0.007852,3102,4512376,574683675,BLU
44.43,LiteDoge,-15.30,-39.85,0.000300,8043,4481267,14925269519,LDOGE
-2.81,MCAP,-21.38,-29.24,0.425319,144412,4461596,10490000,MCAP
-13.67,Halcyon,-38.51,62.24,0.814348,2294,4424462,5433134,HAL
-0.85,Version,17.19,-49.62,0.009269,7738,4410259,475808424,V
-5.71,Yocoin,-17.49,-36.58,0.039162,19852,4306604,109969500,YOC
-2.88,Renos,-12.09,-40.51,0.127070,10402,4238557,33356077,RNS
-7.02,Unify,-17.59,-55.89,0.234053,48988,4171331,17822166,UNIFY
-3.47,Abjcoin,9.62,50.29,0.501993,73887,4149066,8265187,ABJ
-4.47,Primalbase Token,-16.77,-27.28,4105.28,854219,4105280,1000,PBT
-7.98,FlutterCoin,-27.55,-44.81,0.009401,9279,4103069,436450711,FLT
-2.65,DigitalPrice,-12.83,-37.07,0.226692,36011,4090770,18045499,DP
-1.09,Linx,-41.04,-64.51,0.253594,94614,3895445,15360950,LINX
9.94,Bitcoin Scrypt,-32.58,34.69,0.230173,17575,3821154,16601225,BTCS
-6.14,ArcticCoin,-22.95,-48.68,0.153905,35985,3789566,24622761,ARC
-3.99,PopularCoin,-26.19,-64.19,0.001112,109452,3786954,3405687485,POP
1.40,Ethereum Cash,-29.67,279.68,0.262828,161027,3705875,14100000,ECASH
-40.93,Zeitcoin,-38.44,-81.77,0.000100,6251,3698855,36971176110,ZEIT
-3.63,Intelligent T...,-20.64,-9.63,0.377463,1772,3698344,9797899,ITT
-3.43,Emphy,-22.34,-58.26,0.481375,7581,3681025,7646898,EPY
-5.71,STRAKS,-30.83,-32.59,4.15,89310,3670462,883463,STAK
-3.56,Gimli,-37.98,-51.02,0.044619,3577,3569552,80000000,GIM
8.08,Bitradio,-24.48,-17.87,0.590342,14267,3561874,6033578,BRO
-0.77,InsaneCoin,-17.21,-39.42,0.193435,25078,3556085,18383876,INSN
-2.76,Cream,-1.43,-24.89,0.078090,23680,3511935,44972746,CRM
-3.60,ERC20,-27.93,-60.66,0.002205,10047,3471832,1574741156,ERC20
-5.47,Bata,-18.42,-17.73,0.691904,13344,3454577,4992856,BTA
-2.89,FLiK,-41.47,-57.01,0.056571,19429,3401275,60123682,FLIK
-2.75,Dinastycoin,-25.99,-57.87,0.002328,9347,3378132,1450913323,DCY
-6.48,Megacoin,-40.25,-25.67,0.091949,42686,3371495,36666887,MEC
0.39,Electra,-16.81,,0.003853,182822,3326612,863341954,ECA
-8.06,Darcrus,-16.74,-38.28,0.244591,4636,3326533,13600388,DAR
-2.92,Scorecoin,-20.54,39.03,0.079213,21433,3306161,41737500,SCORE
-22.06,Centurion,-37.79,27.67,0.043717,45353,3229748,73877869,CNT
-17.77,DraftCoin,0.14,-61.65,1.15,109922,3225681,2796186,DFT
-8.13,Adzcoin,-16.37,-31.12,0.073358,13435,3193386,43531772,ADZ
-4.78,Copico,-21.60,-53.72,0.201769,36849,3177190,15746668,XCPO
-4.70,Elementrem,-10.36,-36.51,0.122314,16398,3168424,25904019,ELE
-3.15,Moin,-25.39,-67.35,0.428332,36148,3156586,7369484,MOIN
2.10,CampusCoin,-29.37,-70.44,0.009543,106415,3119460,326888047,CMPCO
-11.72,Oceanlab,-8.79,-35.94,0.067037,7042,3117202,46500000,OCL
-2.72,NetCoin,-16.85,-53.28,0.003841,28834,3023566,787126712,NET
-1.34,Cryptonite,-21.85,-49.20,0.007831,45625,3015679,385083150,XCN
-10.68,Kolion,-10.66,-39.57,4.94,39432,2962728,600000,KLN
3.66,Rustbits,,-42.15,0.081591,855,2880247,35300866,RUSTBITS
-3.90,FundYourselfNow,-26.85,-49.16,3.32,2815,2820156,850000,FYN
-5.02,PureVidz,-36.99,111.97,0.022366,169326,2801982,125279775,VIDZ
-4.73,Unitus,-21.54,-30.26,0.059639,50699,2790253,46785866,UIS
-4.86,Canada eCoin,-38.77,-49.01,0.028560,22518,2782159,97415544,CDN
-3.35,42-coin,-29.02,28.66,65796.40,40303,2763447,41.999973,42
0.07,Desire,-18.98,-16.99,2.71,45509,2742150,1012637,DSR
-3.35,FujiCoin,-28.29,-65.51,0.002157,24489,2735727,1268366398,FJC
-0.96,Jetcoin,-28.22,139.61,0.398267,7505,2723199,6837622,JET
1.31,MazaCoin,-17.56,-50.41,0.002527,21423,2667016,1055345280,MZC
-3.50,Accelerator N...,-44.24,-30.32,10.64,5078,2650344,249093,ACC
-3.63,Smart Investm...,-8.36,-10.77,3.63,1138,2626213,722935,SIFT
-4.45,UnbreakableCoin,-20.83,-39.63,1.14,926254,2597661,2278150,UNB
4.46,CryptoForecast,-3.98,-44.74,0.056145,7574,2582675,46000000,CFT
-26.38,Hawala.Today,-51.14,-67.73,7.63,50075,2577304,337793,HAT
-4.92,Etheriya,-36.59,-25.49,1.63,1172,2576172,1581531,RIYA
-1.11,Legends Room,-31.46,-32.33,1.29,363322,2572140,2000000,LGD
-6.91,Ethereum Gold,-27.73,105.41,0.213165,131087,2557980,12000000,ETG
-5.95,Steneum Coin,-30.04,,1.20,167358,2522012,2107736,STN
-5.78,Influxcoin,-25.82,-33.67,1.50,98606,2508670,1673383,INFX
-2.76,IncaKoin,-1.80,-41.53,0.000202,854,2506828,12413356771,NKA
-5.41,Orbitcoin,-12.57,-8.40,0.786347,2901,2455581,3122770,ORB
-10.36,AltCommunity ...,-13.32,34.75,12.30,9110,2396481,,ALTCOM
-4.54,SagaCoin,-19.08,0.27,10.66,494153,2363826,221789,SAGA
-9.86,Bytecent,-23.93,-57.88,1.21,97085,2360564,1956117,BYC
4.32,Zetacoin,-0.81,-40.37,0.014078,59958,2357169,167437566,ZET
-2.03,CryptoCarbon,-16.07,125.47,0.660594,42340,2353109,3562111,CCRB
-6.99,InflationCoin,-25.18,-46.08,0.000064,3398,2311989,36085299789,IFLT
-2.79,AurumCoin,-14.46,-28.35,7.49,1732,2226639,297245,AU
-2.46,ICO OpenLedger,-11.30,-42.93,4.78,1293,2225748,465952,ICOO
-18.24,Miners' Rewar...,-26.95,-56.19,0.222545,34811,2225450,,MRT
6.76,Zennies,-11.39,-44.68,0.002219,6489,2220734,1000812836,ZENI
-3.95,AmsterdamCoin,11.75,-3.71,0.044180,20644,2217934,50201886,AMS
-2.95,Growers Inter...,-10.96,-43.01,1.89,21756,2214467,1173999,GRWI
-10.80,Monster Byte,-12.50,27.70,0.130913,1070,2202315,16822736,MBI
8.08,MACRON,-1.11,-25.33,0.005466,10314,2194302,401421401,MCRN
-3.45,FuckToken,-26.18,-33.82,0.042607,9564,2189691,51392877,FUCK
-6.34,Fastcoin,-22.02,-59.69,0.013811,10773,2167131,156913424,FST
-0.33,TeslaCoin,-27.86,-37.04,0.029214,7337,2159199,73910254,TES
-2.97,Digitalcoin,-17.31,-34.89,0.076503,9329,2128841,27827083,DGC
-1.48,BiblePay,-10.84,-31.53,0.005964,2963,2119696,355411019,BBP
3.97,Authorship,-11.74,-47.01,0.025402,59927,2032152,80000000,ATS
-2.55,Tracto,-13.93,-38.91,0.283167,4755,1968666,6952314,TRCT
-1.83,Capricoin,-27.83,-30.94,0.979254,725848,1948760,1990045,CPC
-2.60,SmartCoin,-24.71,-41.19,0.081452,12706,1936189,23770976,SMC
-6.76,DFSCoin,-21.79,-56.99,0.115383,160312,1926042,16692601,DFS
2.25,Bitcurrency,-8.81,122.83,0.011018,530,1868705,169598616,BTCR
-8.55,FuelCoin,-23.69,-38.92,0.018195,6962,1849792,101662049,FC2
-1.44,CoinonatX,-10.17,-66.50,0.102512,23609,1839885,17947998,XCXT
-3.63,CryptoInsight,-17.64,17.05,0.146331,6789,1833490,12529747,TKR
-4.21,UltraCoin,-15.39,-30.87,0.040333,61044,1827485,45309587,UTC
2.20,EthBet,-24.94,-67.01,0.213443,2264,1814799,8502500,EBET
-7.16,KekCoin,-36.75,-50.16,0.172554,3614,1811064,10495639,KEK
-45.72,Machinecoin,-47.36,-37.60,0.088214,4624,1795167,20350050,MAC
-2.02,SkinCoin,-14.99,-42.66,0.020352,19579,1794754,88183483,SKIN
-3.05,iTicoin,-24.76,32.14,56.07,3473,1794310,32000,ITI
-6.30,Netko,-26.31,-51.35,0.383680,7017,1773058,4621190,NETKO
-7.17,Ccore,-13.22,-58.38,1.48,4203,1771788,1200000,CCO
15.03,Confido,-13.79,-33.72,0.196262,12279,1766358,9000000,CFD
-2.75,QubitCoin,-4.41,-52.77,0.007076,8207,1757227,248335889,Q2C
-2.71,Deutsche eMark,-19.80,-42.04,0.051111,11825,1721014,33672079,DEM
-0.69,Trollcoin,-34.10,-55.91,0.003023,2293,1716943,567894264,TROLL
-2.89,Kurrent,-21.24,-51.27,0.027385,12987,1680469,61364813,KURT
-2.72,Tattoocoin (S...,110.81,38.50,0.018499,1795,1672687,90421856,TSE
4.56,Xios,40.57,-30.89,0.773846,6103,1663528,2149688,XIOS
-3.29,Ace,-29.64,-53.57,0.443913,200076,1650482,3718030,ACE
-2.23,ShadowCash,-32.29,-8.41,0.244729,2040,1638493,6695133,SDC
-3.91,BitBar,-18.58,-33.26,45.32,1786,1628998,35943,BTB
-3.57,Atomic Coin,-8.93,-23.69,0.118486,18735,1625122,13715728,ATOM
-1.90,Minereum,-28.21,-54.85,0.829965,29259,1595220,1922033,MNE
-7.52,Elcoin,-32.38,71.63,0.142316,12257,1595215,11208967,EL
-2.75,HOdlcoin,-10.27,-6.42,0.009704,6009,1594825,164342925,HODL
-5.92,Bitcoin Red,-14.65,11.86,0.074913,58110,1531981,20450001,BTCRED
-2.18,DaxxCoin,-20.50,-65.55,0.003033,14249,1526546,503381980,DAXX
9.79,MaxCoin,-7.54,-28.18,0.024665,664,1515561,,MAX
-16.97,Triangles,-24.72,-58.14,14.50,4536,1501435,103555,TRI
-2.91,GAIA,-25.99,-14.96,0.060652,1012,1461787,24101381,GAIA
-6.69,Guncoin,-17.60,-66.24,0.007177,3514,1433304,199705228,GUN
-7.70,Kobocoin,-29.64,-41.73,0.057985,1711,1432254,24700248,KOBO
-5.69,SmileyCoin,-25.29,-48.16,0.000055,4930,1425729,25960250000,SMLY
-13.69,PetroDollar,-31.28,-45.02,0.022107,12396,1414719,,XPD
-3.70,Bitstar,-23.69,-32.17,0.060940,2818,1406481,23079737,BITS
-6.38,iEthereum,-35.54,112.06,0.078149,30982,1405277,17982000,IETH
-10.85,TrumpCoin,-20.93,-55.51,0.213510,7900,1398694,6550952,TRUMP
-17.86,PlatinumBAR,18.55,-27.69,2.75,12520,1385947,504192,XPTX
3.96,Sugar Exchange,1.18,-50.56,0.395901,97762,1385654,3500000,SGR
4.39,Piggycoin,-18.37,-67.78,0.002823,10877,1380247,488891000,PIGGY
-2.75,Fantomcoin,-32.40,-50.14,0.202172,9839,1377353,6812780,FCN
-5.10,TittieCoin,-25.22,-63.56,0.001089,20159,1371726,1259816434,TTC
-2.75,StarCash Network,-12.92,62.87,1.62,4824,1367844,846140,STARS
-13.92,WavesGo,-11.84,-44.67,0.143197,2831,1364880,9531483,WGO
-2.23,Billionaire T...,-15.62,-70.95,0.416742,27696,1362031,3268285,XBL
1.14,HoboNickels,-30.08,-46.76,0.021026,2753,1348841,64151405,HBN
-2.60,Aricoin,-39.62,-17.04,0.009603,16205,1346963,140262505,ARI
-2.72,Ammo Reloaded,-12.91,20.96,0.017185,4190,1336580,,AMMO
7.97,BlakeStar,-4.94,-30.59,0.005254,52809,1335481,254191894,BLAS
-3.75,Veltor,-36.07,2.50,2.38,1860,1318069,554855,VLT
-3.67,LanaCoin,-12.20,-54.66,0.001528,15325,1308366,856304982,LANA
-2.87,Octanox,-27.99,-72.29,0.153651,4627,1306034,8500001,OTX
-7.09,Crystal Clear,-12.27,-63.35,0.247580,20294,1268377,5123099,CCT
0.06,Visio,-29.11,-63.00,0.024814,4430,1263189,50906290,VISIO
-2.60,Advanced Inte...,-2.51,44.83,0.052723,2569,1258852,23876767,AIB
-2.75,DigiCube,-39.17,27.96,0.000505,151798,1227753,2429126009,CUBE
-4.29,SwagBucks,-6.44,8.03,3.56,14503,1225420,343823,BUCKS
-5.87,AdCoin,-27.53,-11.59,0.222141,11205,1217705,5481674,ACC
-9.34,PostCoin,-41.78,14.50,0.075918,100317,1204691,15868233,POST
9.60,GoldBlocks,-13.10,-32.18,0.077531,7190,1187622,15318071,GB
-5.60,Nekonium,-47.32,-63.36,0.131412,6832,1181200,8988522,NUKO
15.31,Blakecoin,72.74,4.58,0.077129,23765,1166392,15122697,BLC
-4.88,WhaleCoin,-20.53,-55.56,0.200144,4992,1143365,5712711,WHL
-16.25,Happycoin,-29.99,-41.34,0.085282,27298,1141431,13384128,HPC
-11.74,DROXNE,-27.81,-63.21,0.017286,16238,1132337,65507128,DRXNE
-7.16,Eternity,-45.45,-56.12,0.270052,7386,1113753,4124218,ENT
-51.37,HitCoin,-55.97,-52.34,0.000101,3027,1111574,10996318099,HTC
-3.00,PoSToken,-43.07,-47.85,1.21,34132,1098417,906808,POS
-5.65,Titcoin,-24.06,-44.27,0.021909,15500,1093215,49898202,TIT
-3.08,Philosopher S...,111.61,81.20,0.179832,130686,1081571,6014340,PHS
-21.72,Nyancoin,-29.98,-65.47,0.003336,2030,1063897,318929301,NYAN
-2.38,MojoCoin,-25.52,1.57,0.086540,10700,1051763,12153448,MOJO
